enhancer_id,chromosome,start_position,end_position,enhancer_type,tissue_context,disease_name,target_gene,transcription_factor
E_02_0503,chr9,107482373,107484373,Enhancer,glioblastoma multiforme,Malignant brain tumors,KLF4,
E_02_0503,chr9,107482373,107484373,Enhancer,glioblastoma multiforme,Malignant brain tumors,BLK,
E_02_0503,chr9,107482373,107484373,Enhancer,glioblastoma multiforme,Malignant brain tumors,LMO7,
E_02_0504,chr1,212683365,212685365,Enhancer,Adult T-Cell Leukemia/Lymphoma,Adult T cell leukemia / lymphoma (ATLL),BATF3,
E_02_0504,chr1,212683365,212685365,Enhancer,Adult T-Cell Leukemia/Lymphoma,Adult T cell leukemia / lymphoma (ATLL),MYC,
E_02_0505,chr3,133743395,133745395,Enhancer,,"Obesity (DIO), type 2 diabetes, cardiovascular disease, hypertension, cancer",TF,
E_02_0506,chr10,96186235,96188235,Enhancer,HEK293T,,BLNK,
E_02_0507,chrX,53079604,53081604,Enhancer,,Neuroblastoma,TSPYL2,
E_02_0507,chrX,53079604,53081604,Enhancer,,Neuroblastoma,EZH2,
E_02_0508,chr8,94246601,94248601,Enhancer,MARC-145 cell,Respiratory syndrome,GEM,
E_02_0510,chr2,135836643,135838643,Enhancer,Marrow adipose | stromal cell of bone marrow,"Obesity, osteoporosis",MCM6,
E_02_0511,chr6,16296402,16298402,Enhancer,Astrocyte,"Spinocerebellar ataxia type 1 (SCA1), amyotrophic lateral sclerosis (ALS), Huntington's disease (hd), Parkinson's disease, multiple system atrophy (MSA)",ATXN1,
E_02_0512,chr18,59216984,59218984,Enhancer,cardiac muscle cell (sensu Arthopoda),Acute myocardial infarction (MI),GRP,
E_02_0513,chrX,71530600,71532600,Enhancer,PDAC cell,"Cancer, diabetes, cardiovascular, neurodegenerative disease, pancreatic cancer",OGT,
E_02_0514,chr4,186066455,186068455,Enhancer,BHK-21 cell,rabies,TLR3,
E_02_0515,chr8,11673642,11675642,Enhancer,Skeletal | cementoblast,,GATA4,
E_02_0515,chr8,11673642,11675642,Enhancer,Skeletal | cementoblast,,Runx2,
E_02_0516,chr8,38291071,38304326,Super-Enhancer,Embryonic stem cell,,FGFR1,POU5F1
E_02_0517,chr8,66917733,66919733,Enhancer,GC cell,gastric cancer,SNHG6,
E_02_0517,chr8,66917733,66919733,Enhancer,GC cell,gastric cancer,EZH2,
E_02_0517,chr8,66917733,66919733,Enhancer,GC cell,gastric cancer,H19,
E_02_0517,chr8,66917733,66919733,Enhancer,GC cell,gastric cancer,XIST,
E_02_0518,chr10,88950934,88952934,Enhancer,3T3‑L1 adipocytes,,FAS,
E_02_0518,chr10,88950934,88952934,Enhancer,3T3‑L1 adipocytes,,FABP4,
E_02_0519,chr7,148804570,148806570,Enhancer,,,EZH2,
E_02_0519,chr7,148804570,148806570,Enhancer,,,PTEN,
E_02_0519,chr7,148804570,148806570,Enhancer,,,PDPK1,
E_02_0520,chr1,50020990,50022990,Enhancer,NSC-34 cell,"Neuroblastoma, amyotrophic lateral sclerosis (ALS)",ELAVL4,
E_02_0520,chr1,50020990,50022990,Enhancer,NSC-34 cell,"Neuroblastoma, amyotrophic lateral sclerosis (ALS)",ELAVL2,
E_02_0520,chr1,50020990,50022990,Enhancer,NSC-34 cell,"Neuroblastoma, amyotrophic lateral sclerosis (ALS)",ELAVL1,
E_02_0522,chr4,26160604,26162604,Enhancer,B cell,Malignancy,RBPJ,
E_02_0523,chr17,72118219,72120219,Enhancer,chondroblast,Osteoarthritis,SOX9,
E_02_0523,chr17,72118219,72120219,Enhancer,chondroblast,Osteoarthritis,Myh14,
E_02_0524,chr9,104777916,104779916,Enhancer,macrophage,atherosclerosis,ABCA1,
E_02_0525,chr13,30108722,30109111,Enhancer,stem cell,,Dsp,Grhl2
E_02_0526,chr16,69184468,69186468,Enhancer,adipose | 3T3‑L1 adipocytes,inflammation,SNTB2,
E_02_0526,chr16,69184468,69186468,Enhancer,adipose | 3T3‑L1 adipocytes,inflammation,ABCA1,
E_02_0527,chr11,5279732,5280272,Enhancer,erythrocyte,Erythrocytic Leukemia,HBG2,USF1
E_02_0527,chr11,5279732,5280272,Enhancer,erythrocyte,Erythrocytic Leukemia,HBG2,USF2
E_02_0527,chr11,5279732,5280272,Enhancer,erythrocyte,Erythrocytic Leukemia,HBG2,EGR1
E_02_0527,chr11,5279732,5280272,Enhancer,erythrocyte,Erythrocytic Leukemia,HBG2,MAFK
E_02_0527,chr11,5279732,5280272,Enhancer,erythrocyte,Erythrocytic Leukemia,HBG2,NFE2
E_02_0528,chr7,96478877,96480877,Enhancer,TZM-b1 cell,HIV,SEM1,
E_02_0529,chr13,27917694,27919694,Enhancer,Tumor | acinar cell,Pancreatic ductal adenocarcinoma (PDA),PDX1,
E_02_0529,chr13,27917694,27919694,Enhancer,Tumor | acinar cell,Pancreatic ductal adenocarcinoma (PDA),SOX9,
E_02_0531,chr1,160536893,160537651,Enhancer,HL-60,,CD84,INTS13
E_02_0531,chr1,160536893,160537651,Enhancer,HL-60,,CD84,EGR1
E_02_0531,chr1,160536893,160537651,Enhancer,HL-60,,CD84,NAB2
E_02_0532,chr7,148804160,148806160,Enhancer,HaCaT cell,leukemia,EZH2,
E_02_0533,chr12,25202764,25204764,Enhancer,,Pancreatic ductal adenocarcinoma (PDA),KRAS,
E_02_0533,chr12,25202764,25204764,Enhancer,,Pancreatic ductal adenocarcinoma (PDA),MYC,
E_02_0533,chr12,25202764,25204764,Enhancer,,Pancreatic ductal adenocarcinoma (PDA),CDKN2A,
E_02_0533,chr12,25202764,25204764,Enhancer,,Pancreatic ductal adenocarcinoma (PDA),SMAD4,
E_02_0534,chr19,33297216,33299216,Enhancer,HL-60,Acute myeloid leukemia,CEBPA,
E_02_0535,chr21,43049901,43051901,Enhancer,endothelial cell,atherosclerosis,CBS,
E_02_0536,chr15,90963074,90965074,Enhancer,Mesothelioma cell,,PRC1,
E_02_0537,chr13,99979122,99981122,Enhancer,,"Holoprosencephaly (HPE), congenital heart",ZIC2,
E_02_0538,chr1,116751815,116753815,Enhancer,,,CD2,
E_02_0539,chr7,46371356,46373481,Enhancer,neural progenitor cell,,Myod1,
E_02_0540,chr6,170552062,170554062,Enhancer,,,TBP,
E_02_0541,chr12,54359352,54361352,Enhancer,macrophage,diabetes,GPR84,
E_02_0542,chr12,78861267,78863267,Enhancer,,Alzheimer's disease (AD),SYT1,
E_02_0542,chr12,78861267,78863267,Enhancer,,Alzheimer's disease (AD),BDNF,
E_02_0544,chr4,140556428,140558428,Enhancer,adipose | 3T3-L1 cell,"Type 2 diabetes, obesity",UCP1,
E_02_0544,chr4,140556428,140558428,Enhancer,adipose | 3T3-L1 cell,"Type 2 diabetes, obesity",CPT2,
E_02_0544,chr4,140556428,140558428,Enhancer,adipose | 3T3-L1 cell,"Type 2 diabetes, obesity",DGAT2,
E_02_0545,chrX,48519594,48521594,Enhancer,adipose | fat cell,Obesity,EBP,
E_02_0546,chrX,48518772,48520772,Enhancer,KG-1 cell,Myeloid leukemia cells,EBP,
E_02_0546,chrX,48518772,48520772,Enhancer,KG-1 cell,Myeloid leukemia cells,VDR,
E_02_0546,chrX,48518772,48520772,Enhancer,KG-1 cell,Myeloid leukemia cells,CEBPD,
E_02_0547,chr21,34785412,34787412,Enhancer,cancer cell,Myeloid leukemia,RUNX1,
E_02_0547,chr21,34785412,34787412,Enhancer,cancer cell,Myeloid leukemia,MYC,
E_02_0547,chr21,34785412,34787412,Enhancer,cancer cell,Myeloid leukemia,CBFB,
E_02_0547,chr21,34785412,34787412,Enhancer,cancer cell,Myeloid leukemia,MYH11,
E_02_0548,chr7,148804007,148806007,Enhancer,Breast cancer | Cancer stem cell,mammary cancer,EZH2,
E_02_0549,chr4,108044755,108046755,Enhancer,HCC cell,Hepatocellular carcinoma (HCC),LEF1,
E_02_0549,chr4,108044755,108046755,Enhancer,HCC cell,Hepatocellular carcinoma (HCC),WT1,
E_02_0552,chr10,97764137,97766137,Enhancer,"melanocyte,B16 cell",Vitiligo,SFRP5,
E_02_0554,chr11,101448961,101450961,Enhancer,Nervous | cortical cell,Ischemic stroke,TRPC6,
E_02_0555,chr6,41680863,41682863,Enhancer,Musculature | myocyte,Muscle wasting,TFEB,
E_02_0556,chr7,148804442,148806442,Enhancer,Musculature | myoblast cell,,EZH2,
E_02_0559,chr16,67559628,67561628,Enhancer,connective | alveolar macrophage,Viruses such as small ruminant lentivirus and bacteria such as Coxiella bethesdensis,CTCF,
E_02_0560,chr4,108044986,108046986,Enhancer,Epithelial | kidney epithelial cell,Cystic kidney disease,LEF1,
E_02_0562,chr7,148804533,148806533,Enhancer,OVA cell,oophoroma,EZH2,
E_02_0563,chr7,148804674,148806674,Enhancer,Brain tissue cell,Cerebral ischemia-reperfusion,EZH2,
E_02_0564,chr19,39383229,39385229,Enhancer,embryonic stem cell,cancer,PAF1,
E_02_0565,chr4,73866599,73868599,Enhancer,connective | alveolar macrophage,Lung inflammation,CXCL1,
E_02_0566,chr7,148804311,148806311,Enhancer,Epithelial | goblet cell,allergic airway inflammation,EZH2,
E_02_0567,chr7,148804230,148806230,Enhancer,embryonic stem cell,Neuropathic pain,EZH2,
E_02_0568,chr4,54096876,54098876,Enhancer,Neurogenic progenitor cell,,GSX2,
E_02_0569,chr1,156461041,156463041,Enhancer,Musculature | cardiac muscle cell (sensu Arthopoda),hypertension,MEF2D,
E_02_0570,chr5,150050709,150052709,Enhancer,microglial cell,,CSF1R,
E_02_0571,chrX,136144009,136146009,Enhancer,C2C12 cell,,FHL1,
E_02_0572,chr10,86432735,86434735,Enhancer,embryonic stem cell,,WAPL,
E_02_0573,chr3,41191825,41193825,Enhancer,"H295Rcell,cortical cell of adrenal gland",Primary aldosteronism,CTNNB1,
E_02_0574,chr7,116521979,116523979,Enhancer,lymphoid | Lymphoblast,Amyotrophic lateral sclerosis,CAV1,
E_02_0575,chr7,117284424,117286424,Enhancer,Kidney | renal tubular cell,Polycystic kidney disease,CFTR,
E_02_0576,chr22,39516712,39518712,Enhancer,lymphoid | T cell,Neurodegenerative diseases,ATF4,
E_02_0578,chr3,12284469,12286469,Enhancer,"connective | Fat cell (adipocyte),macrophage",Schizophrenia,PPARG,
E_02_0579,chr2,25224801,25226801,Enhancer,immune cell,autism,DNMT3A,
E_02_0580,chr19,47605479,47607479,Enhancer,"Nervous | neuroglioform cell,neuron",Intellectual disability,BICRA,
E_02_0581,chr3,187718918,187720918,Enhancer,"lymphoid | B cell,lymphocyte",B cell lymphoma,BCL6,
E_02_0582,chr14,24332849,24334849,Enhancer,"Lymphoid tissues, epithelial | endothelial cell,macrophage",atherosclerosis,RIPK3,
E_02_0583,chr1,109306543,109308543,Enhancer,hepatic | hepatocyte,Nonalcoholic fatty liver disease,SORT1,
E_02_0584,chr4,108044684,108046684,Enhancer,Nervous | neural cell,Parkinson's disease,LEF1,
E_02_0587,chr1,247412986,247414986,Enhancer,"astrocyte, granulocyte",Traumatic brain injury,NLRP3,
E_02_0589,chr6,143937411,143939411,Enhancer,Epithelial | endothelial cell,Gestational diabetes mellitus,PLAGL1,
E_02_0590,chr9,117701168,117703168,Enhancer,mesenchymal stem cell,cerebral ischemia,TLR4,
E_02_0591,chr6,89923787,89925787,Enhancer,lymphoid | T cell,cancer,BACH2,
E_02_0593,chr10,13096741,13098741,Enhancer,mesenchymal stem cell，bone cell,Senile osteoporosis,OPTN,
E_02_0595,chr19,33792836,33794836,Enhancer,connective | fat cell,,KCTD15,
E_02_0596,chr5,176808090,176810090,Enhancer,Cancer | colon cancer cell,Colon cancer,UNC5A,
E_02_0597,chr3,147382975,147384975,Enhancer,Cancer | hepatocellular carcinoma cell,Hepatocellular carcinoma,ZIC4,
E_02_0598,chr14,35275853,35277853,Enhancer,connective | adipocyte ，desmocyte,Fat deposition,PSMA6,
E_02_0599,chr12,49016248,49018248,Enhancer,melanocyte，melanoma cell,tumour,KMT2D,
E_02_0600,chr1,26690504,26692504,Enhancer,"Lymphoid tissue, liver | erythrocyte，stem cell",,ARID1A,
E_02_0602,chr13,73052160,73054160,Enhancer,connective | fat cell，mesenchymal stem cell,,KLF5,
E_02_0602,chr13,73052160,73054160,Enhancer,connective | fat cell，mesenchymal stem cell,,CLU,
E_02_0602,chr13,73052160,73054160,Enhancer,connective | fat cell，mesenchymal stem cell,,Cebpa,
E_02_0602,chr13,73052160,73054160,Enhancer,connective | fat cell，mesenchymal stem cell,,Pparg,
E_02_0603,chr9,107482552,107484552,Enhancer,fibroblast,,KLF4,
E_02_0603,chr9,107482552,107484552,Enhancer,fibroblast,,SOX2,
E_02_0604,chr8,94246733,94248733,Enhancer,liver | Huh 7 cell,Respiratory disease,GEM,
E_02_0605,chr3,51382539,51384539,Enhancer,,Alzheimer's disease,MANF,
E_02_0606,chr12,113389693,113391693,Enhancer,mesenchymal stem cell,Heart disease,SDS,
E_02_0607,chr17,42310510,42312510,Enhancer,Epithelial | endothelial cell,Cardiovascular disease,STAT3,
E_02_0608,chr15,51205539,51207539,Enhancer,,Other,CYP19A1,
E_02_0609,chr12,9749793,9751793,Enhancer,lymph | Jurkat cell,Autoimmune disease,CD69,
E_02_0610,chr3,181709146,181711146,Enhancer,,Heart disease,SOX2,
E_02_0610,chr3,181709146,181711146,Enhancer,,Heart disease,POU5F1,
E_02_0610,chr3,181709146,181711146,Enhancer,,Heart disease,NANOG,
E_02_0611,chr10,22318328,22320328,Enhancer,Epithelial | epithelial cell,During disease (heart disease in pregnancy),BMI1,
E_02_0612,chr6,36591375,36593375,Enhancer,kidney | HEK293T cell,Tumour,SRSF3,
E_02_0613,chr20,3079786,3081786,Enhancer,Myotome | L6 cell,Neuromuscular diseases (certain neuromuscular disorders),AVP,
E_02_0614,chr3,160396511,160398511,Enhancer,Haploid Cell,Other,SMC4,
E_02_0615,chr7,148804691,148806691,Enhancer,lung | Lung adenocarcinoma cell,Lung adenocarcinoma,EZH2,
E_02_0616,chr3,149159715,149161715,Enhancer,Immunohistochem | Immune cell,Other,CP,
E_02_0617,chr9,127782849,127784849,Enhancer,Immunohistochem | Immune cell,Alzheimer's disease,CDK9,
E_02_0618,chr4,71739025,71741025,Enhancer,tumour | glioma cell line,Cancer (cancer),GC,
E_02_0618,chr4,71739025,71741025,Enhancer,tumour | glioma cell line,Cancer (cancer),ESR1,
E_02_0618,chr4,71739025,71741025,Enhancer,tumour | glioma cell line,Cancer (cancer),PRMT1,
E_02_0618,chr4,71739025,71741025,Enhancer,tumour | glioma cell line,Cancer (cancer),NCOA1,
E_02_0618,chr4,71739025,71741025,Enhancer,tumour | glioma cell line,Cancer (cancer),KAT2A,
E_02_0619,chr6,106042562,106044562,Enhancer,embryo | 3T3-L1 cell,Cancer (cancer),ATG5,
E_02_0619,chr6,106042562,106044562,Enhancer,embryo | 3T3-L1 cell,Cancer (cancer),ATG7,
E_02_0620,chr6,88137074,88139074,Enhancer,hippocampal neuron cell,Cancer (cancer),CNR1,
E_02_0621,chr2,25157892,25159892,Enhancer,melanophore,Cushing disease (Cushing disease),POMC,
E_02_0622,chr4,140556841,140558841,Enhancer,embryo | 3T3-L1 cell,Cardiovascular diseases (CVD),UCP1,
E_02_0623,chr2,113213024,113215024,Enhancer,kidney | renal cell,Kidney disease,PAX8,
E_02_0624,chr17,76709990,76711990,Enhancer,HEK293 cell,Other,JMJD6,
E_02_0625,chr1,153659151,153661151,Enhancer,tumour | cancer cell,Lung cancr (lung cancer),ILF2,
E_02_0625,chr1,153659151,153661151,Enhancer,tumour | cancer cell,Lung cancr (lung cancer),PTEN,
E_02_0626,chr1,156460657,156462657,Enhancer,HEK293A cell,Other,MEF2D,
E_02_0627,chr5,102751125,102753125,Enhancer,somatic cell,Cancer (cancer),PAM,
E_02_0628,chr20,46005862,46007862,Enhancer,Epithelial | epithelial cell,Meningoencephalitis (viral meningoencephalitis),MMP9,
E_02_0629,chr4,98876674,98878674,Enhancer,stomach | SGC-7901 cell,Gastric cancer,EIF4E,
E_02_0630,chr5,179611470,179613470,Enhancer,kidney | HEK293T cell,Leukemia,HNRNPH1,
E_02_0630,chr5,179611470,179613470,Enhancer,kidney | HEK293T cell,Leukemia,HNRNPA1,
E_02_0631,chr2,42491888,42493888,Enhancer,Epithelial | endothelial cell,Lung disease,MTA3,
E_02_0632,chr3,181709008,181711008,Enhancer,Epithelial | squamous cell(pinacocyte),Cancer (cancer),SOX2,
E_02_0633,chr22,30237461,30239461,Enhancer,Epithelial | squamous cell(pinacocyte),Digestive disease,LIF,
E_02_0634,chr10,100732618,100734618,Enhancer,Epithelial | epithelial cell,Breast cancer (breast cancer),PAX2,
E_02_0634,chr10,100732618,100734618,Enhancer,Epithelial | epithelial cell,Breast cancer (breast cancer),ESRRB,
E_02_0634,chr10,100732618,100734618,Enhancer,Epithelial | epithelial cell,Breast cancer (breast cancer),SF1,
E_02_0635,chr6,106967367,106969367,Enhancer,Immunohistochem | dendritic cell,Cancer (cancer),CD24,
E_02_0636,chr8,132864337,132866337,Enhancer,granulosa cell,Metabolic disease (metabolic disease),TG,
E_02_0637,chr21,41461360,41463360,Enhancer,prostate | prostate cancer cell,Prostate cancer,TMPRSS2,
E_02_0638,chr2,219051311,219053311,Enhancer,liver | hepatoma cell,Prostate cancer,IHH,
E_02_0639,chr4,71739194,71741194,Enhancer,,Cancer (cancer),GC,
E_02_0640,chr7,140716650,140718650,Enhancer,embryonic stem cell,Genetic disease,BRAF,
E_02_0640,chr7,140716650,140718650,Enhancer,embryonic stem cell,Genetic disease,SOX10,
E_02_0640,chr7,140716650,140718650,Enhancer,embryonic stem cell,Genetic disease,SOX2,
E_02_0640,chr7,140716650,140718650,Enhancer,embryonic stem cell,Genetic disease,SOX5,
E_02_0640,chr7,140716650,140718650,Enhancer,embryonic stem cell,Genetic disease,SOX6,
E_02_0640,chr7,140716650,140718650,Enhancer,embryonic stem cell,Genetic disease,SOX9,
E_02_0641,chr3,133743662,133745662,Enhancer,Molecular Cell,Cancer (cancer),TF,
E_02_0643,chr6,125744718,125746718,Enhancer,liver | hepatocyte,Liver cancer,HEY2,
E_02_0644,chr18,63120684,63122684,Enhancer,Nervous | Neuronal Cell,Neurodegenerative disease,BCL2,
E_02_0644,chr18,63120684,63122684,Enhancer,Nervous | Neuronal Cell,Neurodegenerative disease,BAX,
E_02_0645,chr12,113389560,113391560,Enhancer,Phytophthora pyrus cell,plant disease,SDS,
E_02_0646,chr17,72287441,72289441,Enhancer,breast | breast cancer cell,Breast cancer (breast cancer),LINC00511,
E_02_0647,chr7,36386993,36388993,Enhancer,tumour,Pancreatic cancer,ANLN,
E_02_0647,chr7,36386993,36388993,Enhancer,tumour,Pancreatic cancer,EZH2,
E_02_0647,chr7,36386993,36388993,Enhancer,tumour,Pancreatic cancer,LASP1,
E_02_0648,chr3,133743131,133745131,Enhancer,hormone | Gonadotrope cell,Breast cancer (breast cancer),TF,
E_02_0648,chr3,133743131,133745131,Enhancer,hormone | Gonadotrope cell,Breast cancer (breast cancer),TBX19,
E_02_0648,chr3,133743131,133745131,Enhancer,hormone | Gonadotrope cell,Breast cancer (breast cancer),PAX7,
E_02_0648,chr3,133743131,133745131,Enhancer,hormone | Gonadotrope cell,Breast cancer (breast cancer),POU1F1,
E_02_0649,chr10,88950960,88952960,Enhancer,,Liver disease,FAS,
E_02_0650,chr16,69561910,69563910,Enhancer,Loose connective | 3T3-L1 cell,Metabolic disease (metabolic disease),NFAT5,
E_02_0651,chr6,108557326,108559326,Enhancer,Myotome | Cardiac muscle cell,Heart disease,FOXO3,
E_02_0652,chr20,5111752,5113752,Enhancer,HEK293 cell,Inflammatory disease,PCNA,
E_02_0652,chr20,5111752,5113752,Enhancer,HEK293 cell,Inflammatory disease,SHPRH,
E_02_0653,chr7,22723332,22725332,Enhancer,dendritic cell,Infectious disease,IL6,
E_02_0654,chr8,94246708,94248708,Enhancer,Immunohistochem | Immune cell,Autoimmune diseases (autoimmune diseases),GEM,
E_02_0655,chr3,181709143,181711143,Enhancer,Nervous | neural stem cell,Cancer (cancer),SOX2,
E_02_0655,chr3,181709143,181711143,Enhancer,Nervous | neural stem cell,Cancer (cancer),PAX6,
E_02_0655,chr3,181709143,181711143,Enhancer,Nervous | neural stem cell,Cancer (cancer),SOX11,
E_02_0655,chr3,181709143,181711143,Enhancer,Nervous | neural stem cell,Cancer (cancer),SMARCA2,
E_02_0655,chr3,181709143,181711143,Enhancer,Nervous | neural stem cell,Cancer (cancer),SMARCA4,
E_02_0656,chr16,67559225,67561225,Enhancer,breast | breast cancer cell,Breast cancer (breast cancer),CTCF,
E_02_0657,chr10,72689789,72691789,Enhancer,Nervous | Cone Cell,Retinal disease,MCU,
E_02_0659,chr8,127791948,127793948,Enhancer,tumour | cancer cell,Renal disease,PVT1,
E_02_0659,chr8,127791948,127793948,Enhancer,tumour | cancer cell,Renal disease,FOXA1,
E_02_0660,chr21,34785179,34787179,Enhancer,colon,Colorectal cancer,RUNX1,
E_02_0661,chr22,23067631,23069631,Enhancer,kidney | HEK293 cell,Cancer (cancer),GNAZ,
E_02_0662,chrX,67541427,67543427,Enhancer,bladder | TCC-SUP cell,Muscle invasive disease (muscle invasive disease),AR,
E_02_0662,chrX,67541427,67543427,Enhancer,bladder | TCC-SUP cell,Muscle invasive disease (muscle invasive disease),BCL2,
E_02_0662,chrX,67541427,67543427,Enhancer,bladder | TCC-SUP cell,Muscle invasive disease (muscle invasive disease),BAX,
E_02_0663,chr7,22723271,22725271,Enhancer,Primary cell,Neurological disease,IL6,
E_02_0663,chr7,22723271,22725271,Enhancer,Primary cell,Neurological disease,IL10,
E_02_0664,chr7,148804623,148806623,Enhancer,Epithelial | OSCC cell,Oral diseases,EZH2,
E_02_0664,chr7,148804623,148806623,Enhancer,Epithelial | OSCC cell,Oral diseases,STAT3,
E_02_0664,chr7,148804623,148806623,Enhancer,Epithelial | OSCC cell,Oral diseases,FOXO1,
E_02_0665,chr6,4703582,4705582,Enhancer,lung | H446 cell,Lung cancer,CDYL,
E_02_0666,chr3,8772830,8774830,Enhancer,embryo | HEK293T cell,Genetic disease,RAD18,
E_02_0667,chr1,56491656,56493656,Enhancer,Epithelial | endothelial cell,Coronary artery disease (CHD),PLPP3,
E_02_0668,chr13,50079217,50081217,Enhancer,glioma cell line,Cancer (cancer),DLEU1,
E_02_0669,chr8,72017196,72019196,Enhancer,colonic | mast cell,ileus,TRPA1,
E_02_0671,chr3,189629192,189631192,Enhancer,Esophageal Squamous Cell Carcinoma Cell Lines | Esophageal Squamous Cell Carcinoma Cell,esophageal squamous cell carcinoma,TP63,
E_02_0671,chr3,189629192,189631192,Enhancer,Esophageal Squamous Cell Carcinoma Cell Lines | Esophageal Squamous Cell Carcinoma Cell,esophageal squamous cell carcinoma,SOX2,
E_02_0671,chr3,189629192,189631192,Enhancer,Esophageal Squamous Cell Carcinoma Cell Lines | Esophageal Squamous Cell Carcinoma Cell,esophageal squamous cell carcinoma,KLF5,
E_02_0672,chr18,63121061,63123061,Enhancer,Paraplast-embedded,embryonic anomalies,BCL2,
E_02_0674,chr14,30871818,30873818,Enhancer,MDCK cell,Nonsyndromic Hearing Loss,COCH,
E_02_0675,chr4,8842747,8844747,Enhancer,mesenchymal cell,Microtia,HMX1,
E_02_0676,chr14,56797530,56799530,Enhancer,Bipolar cell,,OTX2,
E_02_0677,chr8,142907978,142909978,Enhancer,brain | H295R cell,Hypertension,CYP11B2,
E_02_0678,chr2,68971694,68973694,Enhancer,gastric epithelial | Epithelial cell of stomach,gastric cancer,GKN1,
E_02_0678,chr2,68971694,68973694,Enhancer,gastric epithelial | Epithelial cell of stomach,gastric cancer,GKN2,
E_02_0679,chr16,69561736,69563736,Enhancer,synovial | dendritic cell,rheumatoid arthritis,NFAT5,
E_02_0680,chr3,108040258,108042258,Enhancer,fibrotic lung tissues. | stem cell,pulmonary fibrosis,CD47,
E_02_0681,chrX,49247714,49249714,Enhancer,lymphoid | T cell,autoimmune disease,FOXP3,
E_02_0682,chr3,4300716,4302716,Enhancer,Residual cell,Residual disease of glioblastoma,SETMAR,
E_02_0683,chr8,11674830,11676830,Enhancer,Blastoderm cell,,GATA4,
E_02_0684,chr3,119521736,119523736,Enhancer,colonic | macrophage,colitis,CD80,
E_02_0687,chr1,115283607,115285607,Enhancer,Brain Tissue | neuronal cell,,NGF,
E_02_0689,chr17,72118341,72120341,Enhancer,bone,Cartilage,SOX9,
E_02_0690,chr11,65420453,65422453,Enhancer,peripheral blood mononuclear cell,osteoporosis,NEAT1,
E_02_0691,chr1,147538782,147540782,Enhancer,epithelial | epithelial cell,ductal carcinoma in situ,BCL9,
E_02_0691,chr1,147538782,147540782,Enhancer,epithelial | epithelial cell,ductal carcinoma in situ,STAT3,
E_02_0692,chr2,15937833,15939833,Enhancer,Spleen | T cell,acute lymphoblastic leukemia,MYCN,
E_02_0693,chr7,148804478,148806478,Enhancer,mineralized | mesenchymal stem cell,,EZH2,
E_02_0694,chr3,128476893,128478893,Enhancer,progenitor cell,megakaryocyte-lineage skewing and leukemogenesis,GATA2,
E_02_0695,chr6,137864043,137866043,Enhancer,Monocytes-Derived Cell,Inflammation,TNFAIP3,
E_02_0697,chr5,175437606,175439606,Enhancer,male germ cells,,DRD1,
E_02_0698,chr22,39517359,39519359,Enhancer,sickle cell,β-thalassemia,ATF4,
E_02_0698,chr22,39517359,39519359,Enhancer,sickle cell,β-thalassemia,BCL11A,
E_02_0701,chr16,67559535,67561535,Enhancer,,,CTCF,
E_02_0703,chr5,51380781,51382781,Enhancer,aortic | endothelial cell,Dyslipidemia,ISL1,
E_02_0707,chr19,49672950,49674950,Enhancer,liver | programmed cell,hepatocellular carcinoma,PRMT1,
E_02_0708,chr12,71935898,71937898,Enhancer,positive cell,,TPH2,
E_02_0709,chr12,49016038,49018038,Enhancer,lung tumor | Lung cancer cell,Lung Cancer,KMT2D,
E_02_0711,chr22,41364688,41366688,Enhancer,parenchymal | progenitor cell,,TEF,
E_02_0712,chr4,108045150,108047150,Enhancer,mesenchymal | epithelial cell,,LEF1,
E_02_0713,chr16,67559370,67561370,Enhancer,liver | embryonic stem cell,,CTCF,
E_02_0714,chr12,114667169,114669169,Enhancer,cardiac conduction | stem cell，primary cultured cell,,TBX3,
E_02_0715,chr1,156460926,156462926,Enhancer,brain | Cancer stem cell,,MEF2D,
E_02_0716,chr19,16322430,16324430,Enhancer,aortic | endothelial cell,atherosclerosis,KLF2,
E_02_0717,chr18,33575219,33577219,Enhancer,cancer | SCLC cell,small cell lung cancer,ASXL3,
E_02_0717,chr18,33575219,33577219,Enhancer,cancer | SCLC cell,small cell lung cancer,BRD4,
E_02_0717,chr18,33575219,33577219,Enhancer,cancer | SCLC cell,small cell lung cancer,BAP1,
E_02_0719,chr22,41364474,41366474,Enhancer,cardiac endothelial cell,Trypanosoma cruzi Infection,TEF,
E_02_0720,chr1,45337174,45339174,Enhancer,vascular,,TOE1,
E_02_0720,chr1,45337174,45339174,Enhancer,vascular,,CRY2,
E_02_0721,chr7,148804103,148806103,Enhancer,Immune cell,,EZH2,
E_02_0722,chr7,37903134,37905134,Enhancer,adipose | mesenchymal stem cell,obesity,SFRP4,
E_02_0725,chr15,38485286,38487286,Enhancer,T cell,inflammatory disease,RASGRP1,
E_02_0726,chr3,181709320,181711320,Enhancer,embryonic stem cell,,SOX2,
E_02_0729,chr12,114667368,114669368,Enhancer,atrial | pacemaker cell,,TBX3,
E_02_0730,chr10,102827537,102829537,Enhancer,ovarian | germ line cell,,CYP17A1,
E_02_0731,chr12,49016308,49018308,Enhancer,embryonic stem cell,,KMT2D,
E_02_0732,chr6,31572563,31574563,Enhancer,stem cell,,TNF,
E_02_0733,chr7,148804775,148806775,Enhancer,blood vessel smooth muscle cell,coronary heart disease,EZH2,
